job_title,company,location,description,salary_min,salary_max,created_date,contract_time,contract_type,salary_avg,python,sql,aws,azure,docker,kubernetes,java,react,power bi,tableau,spark
senior consultant - offensive cybersecurity team,KPMG,"Montréal, Québec","overview at kpmg in canada, our people bring their unique perspectives to canada's most important challenges. here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. join a firm where your career can make a difference. are you a talented individual with a proven track record on executing project deliverables. this is a key role within the cyber defense - offensive security team at kpmg, where th…",,,2026-05-19T17:47:12Z,,,,False,False,False,False,False,False,False,False,False,False,False
development senior manager,SAP,"Montréal, Québec","we help the world run better at sap, we keep it simple: you bring your best to us, and we'll bring out the best in you. we're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. the work is challenging - but it matters. you'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. what's in it for you? constant learning, skill growth, great benefits, and a team that wants you to grow and succee…",,,2026-05-19T17:46:51Z,,,,False,False,False,False,False,False,False,False,False,False,False
gérant.e de magasin - méga centre vaudreuil,PENN.,"Vaudreuil-Dorion, Vaudreuil-Soulanges","description du poste sous la direction du ou de la directeur.trice de district, rejoignez une équipe où votre leadership aura un véritable impact! en tant que gérant.e de magasin , vous serez au cœur de l’action : mobiliser votre équipe, inspirer la collaboration, recruter et développer les talents pour bâtir une équipe hautement performante dans une culture axée sur l’excellence et l’engagement. vous jouerez également un rôle clé dans la performance du magasin : optimiser les résultats, souten…",,,2026-05-19T16:57:22Z,,,,False,False,False,False,False,False,False,False,False,False,False
développeur fullstack c# et .net,CGI,"Montréal, Québec","position description: work mode: hybrid, 4 days/week on-site full stack developer main responsibilities participate in all phases of development: analysis, design, implementation, testing, documentation, and deployment produce high-quality code following best practices and established design patterns prepare technical documentation and support the development team in solution-related activities ensure quality in the delivery and documentation of development activities, including rigorous testin…",80000.0,120000.0,2026-05-19T16:54:21Z,full_time,,100000.0,False,False,False,False,False,False,False,False,False,False,False
ingénieur systèmes embarqués,GMR Safety,"Terrebonne, Les Moulins","notre vision être le partenaire privilégié pour sécuriser les véhicules aux quais de chargement des plus grands opérateurs d'entrepôt en amérique du nord et en europe. nos valeurs e n g a g e m e n t r e s p o n s a b i l i t é e x c e l l e n c e i n n o v a t i o n description du poste relevant du chef d’équipe électrique et logiciel, l’ingénieur systèmes embarqués effectue une variété de tâches liées à la conception, à la planification et au déploiement de solutions pour l’industrie logistiq…",,,2026-05-19T16:42:27Z,full_time,,,False,False,False,False,False,False,False,False,False,False,False
"technical lead, cybersecurity engineering – agentic ai (hybrid)",Morgan Stanley,"Montréal, Québec","we’re seeking someone to join our team as a technical lead, cybersecurity engineering to help drive the development of security controls that ensure the firm's agentic ai information assets comply with internal and external regulations. in the technology division, we leverage innovation to build the connections and capabilities that power our firm, enabling our clients and colleagues to redefine markets and shape the future of our communities. this is a lead cyber security engineering position …",,,2026-05-19T16:41:59Z,full_time,,,False,False,False,False,False,False,False,False,False,False,False
"gestionnaire de performance, programmatique",Omnicom Media Group Montreal,"Montréal, Québec","oui, tu peux travailler en agence et avoir un vrai équilibre travail-vie-personnelle. et oui, tu auras la chance de développer tes compétences techniques et stratégiques. c’est peut-être le début de ton histoire chez omnicom media! chez nous, tu auras toute la liberté de prendre la place qui te revient : la tienne. ton mandat agir comme personne-ressource au sein de l’équipe, en accompagnant les membres juniors afin d’assurer la qualité de leur travail et de favoriser le développement de leur e…",,,2026-05-19T16:35:50Z,,,,False,False,False,False,False,False,False,False,False,False,False
spécialiste en modernisation applicative,CGI,"Montréal, Québec","position description: rejoignez un programme de modernisation d’envergure où votre expertise aura un impact direct sur l’avenir technologique de nos clients de cgi. en tant que spécialiste en modernisation applicative, vous serez au cœur de la transformation des environnements aix vers aws, en combinant savoir-faire technique, esprit d’analyse et utilisation responsable de l’intelligence artificielle. si vous aimez décoder le legacy, relever des défis complexes et contribuer à bâtir des platefo…",,,2026-05-19T16:34:43Z,full_time,,,False,False,True,False,False,False,False,False,False,False,False
"analyste, performance commerciale/analyst, business insights",Browns Shoes,"Saint-Laurent, Montréal","analyste, performance commerciale département: stratégie d’achat, planification et allocation relève de: gestionnaire principal de la stratégie d'achat et la planification lieu : 2255, rue cohen, saint-laurent (qc) h4r 2n7 (mode hybride) à propos de browns : fondée à montréal en 1940, chaussures browns a été bâtie sur un principe : prioriser les clients. inébranlable dans sa mission d'offrir une expérience de magasinage inoubliable, browns demeure l'intersection où le luxe rencontre l'abordabil…",,,2026-05-19T16:32:56Z,,,,False,False,False,False,False,False,False,False,False,False,False
senior solution architect – digital,CGI,"Montréal, Québec","position description: the role of the senior solution architect – digital is to act as the key solution architect for the digital business areas. the position involves understanding business requirements and designing technology solutions that meet needs across business, application, information, and technology domains, while aligning with the enterprise architecture vision and considering non-functional requirements such as security and performance. the architect works on multiple projects sim…",80000.0,120000.0,2026-05-19T16:32:49Z,full_time,,100000.0,False,False,False,False,False,False,False,False,False,False,False
développeur logiciels embarqués,Sandvik,"Montréal, Québec","chez sandvik, nous vous offrons un monde de possibilités. nos diverses activités et notre réseau mondial vous permettent d’explorer votre potentiel et de vous épanouir. nous reconnaissons votre performance et nous vous offrons diverses façons d’alimenter votre croissance vers des réalisations exceptionnelles. nous sommes actuellement à la recherche d’un(e) développeur de logiciels embarqués . le développeur de logiciels embarqués est chargé de développer des solutions pour capturer et traiter d…",,,2026-05-19T15:59:42Z,full_time,,,False,False,False,False,False,False,False,False,False,False,False
développeur odoo 19 – freelance / temps partiel,Mage Montréal,"Saint-Faustin-Lac-Carre, Les Laurentides","localisation : remote (préférence pour les candidats basés à montréal) type : freelance, temps partiel (collaboration continue) à propos de magemontreal: magemontreal est une agence ecommerce basée à montréal et partenaire certifié d’adobe commerce (magento), shopify, bigcommerce et woocommerce. nous concevons et maintenons des plateformes ecommerce b2c et b2b complexes pour des clients mid-market et enterprise à travers le canada et les états-unis. nous sommes une équipe bilingue (en/fr), rapi…",,,2026-05-19T12:56:53Z,part_time,contract,,False,False,False,False,False,False,False,False,False,False,False
architecte de sécurité cloud,Vosker,"Montréal, Québec","job description job description description de l'entreprise vosker, leader nord-américain en surveillance de zones éloignées. chaque jour, on est fiers d’aider nos clients à garder un œil sur ce qui compte réellement pour eux, en développant des caméras à énergie solaire et connectées cellulaire à notre plate-forme exclusive. en quelques mots chez vosker ; on prend soin de nos gens, on pense autrement et on est performant ! on tire avantage de nos expertises pour gagner en équipe et redéfinir c…",,,2026-05-19T05:58:55Z,,,,False,False,False,False,False,False,False,False,False,False,False
solution architecture manager,Canonical,"Montréal, Québec","job description job description this is an opportunity to run a field engineering team, helping customers understand and implement canonical's open source solutions in public clouds and in their own data centers. we work across the entire spectrum of cloud offerings, from ubuntu itself to virtualisation and private cloud, kubernetes, and the implementation of sophisticated open source solutions such as mlops platforms, data platforms and more. we are rapidly expanding the range of open source s…",,,2026-05-19T05:58:54Z,,,,False,False,False,False,False,True,False,False,False,False,False
analyste fonctionnel - produits numériques,Vosker,"Montréal, Québec","job description job description description de l'entreprise vosker, leader nord-américain en surveillance de zones éloignées. chaque jour, on est fiers d’aider nos clients à garder un œil sur ce qui compte réellement pour eux, en développant des caméras à énergie solaire et connectées cellulaire à notre plate-forme exclusive. en quelques mots chez vosker : on est performant, on pense autrement et on prend soin de nos gens ! on tire avantage de nos expertises pour gagner en équipe et redéfinir c…",,,2026-05-19T05:58:44Z,,,,False,False,False,False,False,False,False,False,False,False,False
customer experience coordinator,Techo-Bloc,"Saint-Hubert, Champlain","job description job description company description salary: $62,500–$72,500 (based on experience)  performance bonuses schedule : monday to friday | 8:00 am – 5:00 pm techo-bloc is a north american manufacturer and distributor with 9 production facilities and 13 distribution centers. we design and deliver hardscape products with a strong focus on quality, innovation, and operational excellence. we are a growing organization of 900 employees built on accountability, teamwork, and continuous impr…",,,2026-05-19T05:57:45Z,,,,False,False,False,False,False,False,False,False,False,False,False
"gestionnaire de projets senior, d365 (f&o) | senior d365 project manager (f&o)",Talan,"Montréal, Québec","job description job description description de l'entreprise talan est un groupe international qui accompagne ses clients dans leur transformation data & ia, de bout en bout, en combinant conseil en management et expertise technologique. avec plus de 6000 collaborateurs sur 5 continents, nous accélérons les transformations de nos clients à travers des partenariats de long terme, en créant un impact mesurable et durable. notre proposition de valeur repose sur un écosystème d’innovation structuré …",,,2026-05-19T05:54:27Z,,,,False,False,False,False,False,False,False,False,False,False,False
"team lead, deployment",LGI Healthcare Solutions Santé Inc.,"Montréal, Québec","job description job description company description with 40 years of expertise, lgi healthcare solutions develops technological software for the healthcare network. we specialize in providing solutions for clinical, financial and material management, performance and analysis, and workforce management, which includes payroll management. innovation is at the heart of our activities and we partner with our customers to solve crucial issues and ensure the well-being of patients and all members of t…",,,2026-05-19T05:54:10Z,,,,False,False,False,False,False,False,False,False,False,False,False
react developer,Targeted Talent,"Montréal, Québec","job description job description we are looking for an experienced intermediate or senior react developer for our client. this is a permanent position that is remote with the option to relocate to vancouver if you desire. you have: 3 years’ experience as a front-end software developer 2 years’ experience with react experience working with graphql is highly regarded experience working with typescript is highly regarded any experience working with php, react native, c# or java is a bonus perks: co…",,,2026-05-19T05:53:57Z,,permanent,,False,False,False,False,False,False,True,True,False,False,False
analyste fonctionnel et technique,Renaud-Bray,"Montréal, Québec","job description job description description de l'entreprise exploitant plus de 90 magasins et trois centres de distribution, renaud-bray est le chef de file de la vente de produits culturels au québec. nos marques renaud-bray, deserres, griffon et archambault rendent le livre, le jeu, la musique et le matériel d’art accessibles à tous. renaud-bray est reconnue comme l’une des sociétés les mieux gérées au canada et figure parmi les entreprises préférées des québécois. nous sommes à la recherche …",,,2026-05-19T05:50:38Z,,,,False,False,False,False,False,False,False,False,False,False,False
"chef d'équipe, déploiements",LGI Healthcare Solutions Santé Inc.,"Montréal, Québec","job description job description description de l'entreprise forte de 40 ans d’expertise, lgi solutions santé développe des logiciels technologiques pour le réseau de la santé. nous nous spécialisons dans l’offre de solutions de gestion clinique, financière et matérielle, de performance et d’analyse, ainsi que de gestion de la main-d’œuvre, incluant la gestion de la paie. l’innovation est au cœur de nos activités et nous travaillons en partenariat avec nos clients afin de répondre aux enjeux les…",,,2026-05-19T05:50:23Z,,,,False,False,False,False,False,False,False,False,False,False,False
service delivery coordinator,Rodeo FX,"Montréal, Québec","job description job description company description repeatedly voted one of montreal’s top employers and employer of the year for the 2022 mercuriades awards, rodeo fx is a high-end creative company offering services in visual effects, advertising, animation, and experiential. nominated for multiple emmy® awards for its work on the series stranger things season 4, avatar: the last airbender and the lord of the rings: the rings of power, the independent, oscar®-winning company boasts close to 80…",,,2026-05-19T05:50:00Z,full_time,permanent,,False,False,False,False,False,False,False,False,False,False,False
analyste d'affaires erp senior,Techo-Bloc,"Saint-Hubert, Champlain","job description job description description de l'entreprise microsoft dynamics 365 finance & operations (d365 f&o) façonnez le fonctionnement d’un fabricant leader. techo-bloc, chef de file nord-américain en pavés de béton, murs de soutènement et maçonnerie, est en pleine transformation numérique avec microsoft dynamics 365 finance & operations. nous recherchons un(e) analyste d’affaires curieux(se) pour optimiser cette plateforme et transformer des besoins concrets en solutions efficaces. basé…",,,2026-05-19T05:49:28Z,,,,False,False,False,False,False,False,False,False,False,False,False
analyste en intelligence de jeu,Ubisoft,"Montréal, Québec","job description job description description de l'entreprise ubisoft est une référence mondiale du jeu vidéo, avec des équipes réparties aux quatre coins du monde qui créent des expériences de jeu originales et mémorables, de assassin’s creed à rainbow six en passant par just dance et bien d’autres encore. nous croyons que la diversité des points de vue fait progresser à la fois les joueurs et les équipes. si vous êtes passionné·e par l’innovation et que vous souhaitez repousser les limites du d…",,,2026-05-19T05:48:34Z,,,,False,False,False,False,False,False,False,False,False,False,False
product owner - commerce numérique (storefront),Reitmans  Ltée/Ltd,"Montréal, Québec","job description job description description de l'entreprise nous sommes rcl - reitmans canada limitée . depuis 1926, nous faisons partie intégrante du paysage de la mode au canada et, aujourd’hui, nous élevons plus que jamais nos marques emblématiques – reitmans, rw&co et penn. penningtons. notre vision est de donner aux canadiens et canadiennes les moyens de s’affirmer avec confiance, et notre mission est de créer des collections au style et à la qualité sans compromis, pour tous. avec près de…",,,2026-05-19T05:48:25Z,,,,False,False,False,False,False,False,False,False,False,False,False
solution security architect,Ubisoft,"Montréal, Québec","job description job description description de l'entreprise ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from assassin’s creed, rainbow six to just dance and more. we believe diverse perspectives help both players and teams thrive. if you’re passionate about innovation and pushing entertainment boundaries, join our journey and help us create the unknown ! description du poste you will join the security and risk management d…",,,2026-05-19T05:48:09Z,,,,False,False,False,False,False,False,False,False,False,False,False
"python developer , loc: montreal quebec( ca) mk","Central Business Solutions, Inc","Montréal, Québec","job description job description bounty description industry: information technology - computer software job category: information technology - programming python developer in montreal, qc , 3 days hybrid ,fulltime, onsite interview experience in years : 7 mandatory core responsibilities: · design and implement scalable, maintainable and high-performing restful apis using fastapi, sqlmodel and redis · write clean, efficient, and maintainable python code · develop and maintain documentation · des…",,,2026-05-19T05:48:09Z,full_time,,,True,True,False,False,False,False,False,False,False,False,False
"associate technical director, animation - [junction]",Ubisoft,"Montréal, Québec","job description job description company description ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from assassin’s creed, rainbow six to just dance and more. we believe diverse perspectives help both players and teams thrive. if you’re passionate about innovation and pushing entertainment boundaries, join our journey and help us create the unknown! job description as an associate technical director, animation at ubisoft montr…",,,2026-05-19T05:47:44Z,,,,False,False,False,False,False,False,False,False,False,False,False
développeur(se) d'automatisation et d'infrastructure - infrastructure & automation developer,Gameloft Montréal,"Montréal, Québec","job description job description description de l'entreprise chez gameloft nous créons des moments de joie pour nos joueurs autour du monde à travers des expériences de jeux excitantes. c'est notre mission, et cela l'a été depuis plus de 25 ans. nous sommes les fiers créateurs d'asphalt, dungeon hunter, modern combat et plus de 200 autres super jeux. il y a un jeu pour tous, et nous nous élargissons maintenant avec des jeux multi-plateforme sur pc et consoles, avec des jeux tels disney speedstor…",,,2026-05-19T05:47:27Z,,,,False,False,False,False,False,False,False,False,False,False,False
functional analyst - digital products,Vosker,"Montréal, Québec","job description job description company description vosker is a north american leader in remote area surveillance. every day, we’re proud to help our customers keep an eye on what truly matters to them by developing solar-powered, cellular-connected cameras integrated with our exclusive platform. in a few words, at vosker: we perform, we think differently, and we take care of our people. we leverage our expertise to win as a team and redefine what’s possible! what we offer a work environment wh…",,,2026-05-19T05:46:18Z,,,,False,False,False,False,False,False,False,False,False,False,False
it project manager (security & risk management),Ubisoft,"Montréal, Québec","job description job description company description ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from assassin’s creed, rainbow six to just dance and more. we believe diverse perspectives help both players and teams thrive. if you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! job description as an it project manager at ubisoft montreal, you will support en…",,,2026-05-19T05:46:18Z,,,,False,False,False,False,False,False,False,False,False,False,False
recruteur(euse) senior ti,Talan,"Montréal, Québec","job description job description description de l'entreprise talan est un groupe international qui accompagne ses clients dans leur transformation data & ia, de bout en bout, en combinant conseil en management et expertise technologique. avec plus de 6000 collaborateurs sur 5 continents, nous accélérons les transformations de nos clients à travers des partenariats de long terme, en créant un impact mesurable et durable. notre proposition de valeur repose sur un écosystème d’innovation structuré …",,,2026-05-19T05:45:58Z,,,,False,False,False,False,False,False,False,False,False,False,False
senior lead unreal 5 engineer - ufc-style fighting game,Ironbelly Studios,"Montréal, Québec","job description job description location : hybrid / remote – montreal, qc preferred employment type: full-time reports to : cto role overview we are seeking an experienced senior unreal5 engineer to help architect and lead development of a next-generation ufc-style fighting game. you will help define the project’s technical vision, and drive delivery of performant, visually stunning, and highly responsive combat gameplay across console and pc platforms. this role blends hands-on engineering, re…",,,2026-05-19T05:45:46Z,full_time,,,False,False,False,False,False,False,False,False,False,False,False
analyste des systèmes d'affaires (expert ibm maximo),American Iron and Metal,"Montréal East, Montréal","job description job description description de l'entreprise american iron & metal (aim) est une entreprise familiale et un leader mondial reconnu dans l'industrie du recyclage des métaux avec plus de 125 sites et 4000 employés dans le monde entier. nous avons continué à prospérer au cours des huit dernières décennies grâce au dévouement de nos employés et à la confiance et au soutien continus de nos clients. faites partie de l'équipe aim, une équipe en pleine croissance avec un esprit d'entrepr…",,,2026-05-19T05:45:37Z,,,,False,False,False,False,False,False,False,False,False,False,False
architect de solution sécurité,Ubisoft,"Montréal, Québec","job description job description description de l'entreprise ubisoft est une référence mondiale du jeu vidéo, avec des équipes réparties aux quatre coins du monde qui créent des expériences de jeu originales et mémorables, de assassin’s creed à rainbow six en passant par just dance et bien d’autres encore. nous croyons que la diversité des points de vue fait progresser à la fois les joueurs et les équipes. si vous êtes passionné·e par l’innovation et que vous souhaitez repousser les limites du d…",,,2026-05-19T05:45:24Z,,,,False,False,False,False,False,False,False,False,False,False,False
solution architect,Targeted Talent,"Montréal, Québec","job description job description we are looking for an experienced solution architect for our client. this is a permanent position that is completely remote! our client is a fintech company based out of vancouver. you'll have the opportunity to work on an amazing platform that combines data analytics, and complex integration in erp systems to deliver cutting edge financial data that is fundamentally changing the way that businesses make smarter financial decisions. within this role you'll work o…",,,2026-05-19T05:44:45Z,,permanent,,False,False,False,False,False,False,False,False,False,False,False
conseiller en architecture de la sécurité informatique,Exposant 3,"Montréal, Québec","job description job description rejoignez exposant 3 (e3) : la puissance de l’humain au cœur de la technologie ! exposant 3 est une firme de services-conseils en gestion des affaires et technologies de l'information, dédiée à accompagner les entreprises et organismes dans leur transformation numérique et organisationnelle. ???? votre carrière chez exposant 3 nous croyons fermement en une gestion saine et humaine, où la confiance, la compétence, et le plaisir de réussir ensemble sont au centre d…",,,2026-05-19T05:44:17Z,,,,False,False,False,False,False,False,False,False,False,False,False
senior c++ programmer - machine learning,Ubisoft,"Montréal, Québec","job description job description company description ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from assassin’s creed, rainbow six to just dance and more. we believe diverse perspectives help both players and teams thrive. if you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! job description we are looking for a senior c++ programmer to play a key role in …",,,2026-05-19T05:44:00Z,,,,False,False,False,False,False,False,False,False,False,False,False
product owner - back-end & plateforme,Vosker,"Montréal, Québec","job description job description description de l'entreprise vosker, leader nord-américain en surveillance de zones éloignées. chaque jour, on est fiers d’aider nos clients à garder un œil sur ce qui compte réellement pour eux, en développant des caméras à énergie solaire et connectées cellulaire à notre plate-forme exclusive. en quelques mots chez vosker : on est performant, on pense autrement et on prend soin de nos gens ! on tire avantage de nos expertises pour gagner en équipe et redéfinir c…",,,2026-05-19T05:43:39Z,,,,False,False,False,False,False,False,False,False,False,False,False
narrative director [assassin's creed],Ubisoft,"Montréal, Québec","job description job description company description ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from assassin’s creed, rainbow six to just dance and more. we believe diverse perspectives help both players and teams thrive. if you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! job description as a narrative director at ubisoft montreal , you will define, st…",,,2026-05-19T05:42:34Z,,,,False,False,False,False,False,False,False,False,False,False,False
senior erp business analyst,Techo-Bloc,"Saint-Hubert, Champlain","job description job description company description microsoft dynamics 365 f&o shape how a market-leading manufacturer runs. techo-bloc is north america’s most recognized name in concrete pavers, retaining walls and masonry — and we’re in the middle of a digital transformation. we’ve just rolled out microsoft dynamics 365 finance & operations, and we need a sharp, curious business analyst to help us get the most out of it. you’ll sit at the intersection of technology and every department in the…",,,2026-05-19T05:42:30Z,,,,False,False,False,False,False,False,False,False,False,False,False
senior cybersecurity architect - operational technology (ot),Noetiq Edge,"Montréal, Québec","job description job description job title: senior cybersecurity architect - operational technology (ot) company overview: noetiq edge is a strategic consulting firm based in canada that provides expertise and insights to firms across multiple industries including finance, supply chain, defence, retail, healthcare, and high-tech. we establish trusted partnerships with organizations to ensure they have the strategy, information, technology, and talent required to succeed in a dynamic world. job d…",166400.0,416000.0,2026-05-19T05:41:41Z,,contract,291200.0,False,False,False,False,False,False,False,False,False,False,False
senior software developer,Fundica,"Montréal, Québec","job description job description about us fundica is canada's most award-winning online funding tool  a search engine for all funding programs in canada. the platform matches entrepreneurs, private investors, public funders and advisors, through a unique crowdsourcing/crawler technology. the challenge are you a rockstar developer looking to work in a fun and challenging environment with a well-funded financial technology startup? we are looking for a motivated and smart teammate to join us on ou…",,,2026-05-19T05:41:30Z,,,,False,False,False,False,False,False,False,False,False,False,False
data engineer-consulting/ ingnieur de donnes,KPI Digital,"Montréal, Québec","job description job description salary: about kpi: at kpi,youllhave the chance to build a career as unique as you are, with the support, inclusive culture, and technology to become the best version of you. andwere counting on your unique voice and perspective to help kpi become even better, too.at kpi, our vision is to advance the world through the power of people and technology. established over 25 years ago in quebec,kpi is uniquely positioned as a canadian leader across the data, analytics &…",,,2026-05-19T05:40:58Z,full_time,permanent,,False,False,False,False,False,False,False,False,False,False,False
coordonnateur.trice de la prestation de services ti,Rodeo FX,"Montréal, Québec","job description job description description de l'entreprise élue à plusieurs reprises l'un des meilleurs employeurs de montréal et récipiendaire du prix mercuriades 2022 pour employeur de l'année - grande entreprise, rodeo fx est une entreprise créative haut de gamme offrant des services en matière d'effets visuels, de publicité et d'expériences. nommée à plusieurs reprises aux emmy® awards pour son travail sur les séries stranger things saison 4, avatar: the last airbender et the lord of the r…",,,2026-05-19T05:40:43Z,,permanent,,False,False,False,False,False,False,False,False,False,False,False
"technicien, peuplement web",Renaud-Bray,"Outremont, Montréal","job description job description description de l'entreprise exploitant plus de 90 magasins et trois centres de distribution, renaud-bray est le chef de file de la vente de produits culturels au québec. nos marques renaud-bray, deserres, griffon et archambault rendent le livre, le jeu, la musique et le matériel d’art accessibles à tous. renaud-bray est reconnue comme l’une des sociétés les mieux gérées au canada et figure parmi les entreprises préférées des québécois! nous sommes à la recherche …",,,2026-05-19T05:39:49Z,,,,False,False,False,False,False,False,False,False,False,False,False
lead ux/ui designer,dcbel Inc,"Montréal, Québec","job description job description salary: dcbel inc. (www.dcbel.energy) is a growing company developing technology and designing products that will make clean, efficient, and sustainable energy accessible to all because everyone in the world deserves energy without compromise. dcbel at the leading edge of the residential energy revolution, enabling decentralized energy consumption and production through its vertically integrated suite of energy hardware and software products, and their supporting…",,,2026-05-19T05:39:45Z,,,,False,False,False,False,False,False,False,False,False,False,False
"gestionnaire, développement des affaires, data, ia et agentique",Talan,"Montréal, Québec","job description job description description de l'entreprise talan est un groupe international qui accompagne ses clients dans leur transformation data & ia, de bout en bout, en combinant conseil en management et expertise technologique. avec plus de 6000 collaborateurs sur 5 continents, nous accélérons les transformations de nos clients à travers des partenariats de long terme, en créant un impact mesurable et durable. notre proposition de valeur repose sur un écosystème d’innovation structuré …",,,2026-05-19T05:38:48Z,,,,False,False,False,False,False,False,False,False,False,False,False
game director [assassin's creed],Ubisoft,"Montréal, Québec","job description job description company description ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from assassin’s creed, rainbow six to just dance and more. we believe diverse perspectives help both players and teams thrive. if you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! job description as a game director at ubisoft montreal, you will turn a creative …",,,2026-05-19T05:38:47Z,,,,False,False,False,False,False,False,False,False,False,False,False
stagiaire - soutien informatique,Videotron,"Montréal, Québec","job description job description description de l'entreprise vidéotron, l’une des principales entreprises de télécommunication au canada, entretient un lien unique et privilégié avec la population et est d’ailleurs tenue en haute estime par ces client·es étant l’entreprise de télécommunication la plus admirée des québécois·es. travailler chez vidéotron c’est se joindre à une entreprise à la fine pointe de la technologie en croissance constante. c’est aussi se joindre à des équipes chevronnées, m…",,,2026-05-19T05:38:27Z,,,,False,False,False,False,False,False,False,False,False,False,False
growth manager - e-sports,Targeted Talent,"Montréal, Québec","job description job description we are looking for an experienced growth manager for our client. this is a permanent position that is completely remote. our client is a company growing rapidly in the e-sports industry, providing advanced platforms and infrastructure that ultimately helps gamers the world round enjoy a better experience. you have: a passion for the gaming industry & e-sports competitions, with a deep understanding of gamer lifestyle across playing, streaming, and content creatio…",,,2026-05-19T05:37:32Z,,permanent,,False,False,False,False,False,False,False,False,False,False,False
product owner - back-end & platform,Vosker,"Montréal, Québec","job description job description company description vosker is a north american leader in remote area surveillance. every day, we’re proud to help our customers keep an eye on what truly matters to them by developing solar-powered, cellular-connected cameras integrated with our exclusive platform. in a few words, at vosker: we perform, we think differently, and we take care of our people. we leverage our expertise to win as a team and redefine what’s possible! what we offer a work environment wh…",,,2026-05-19T05:37:04Z,,,,False,False,False,False,False,False,False,False,False,False,False
"administrateur(trice), tpa - programmes collectifs",Segic,"Brossard, Champlain","description du poste l’administrateur(trice) des programmes collectifs sera responsable de la gestion quotidienne des programmes d’avantages collectifs des clients de segic. il/elle prendra en charge le suivi administratif, la gestion des réclamations et la facturation, tout en assurant une expérience client optimale. responsabilités 1. gestion stratégique et opérationnelle des programmes collaborer avec le responsable des implantations des programmes d’avantages collectifs et des produits comp…",,,2026-05-19T04:48:48Z,,,,False,False,False,False,False,False,False,False,False,False,False
forward-deployed senior ml solutions architect | architecte senior de solutions ml déployé·e sur le terrain,NBCUniversal,"Montréal, Québec","job description we are seeking an ml solutions architect who functions as a software engineering generalist with specialized ml domain-adjacent experience. in this role, you will be responsible for the high-level design of systems that integrate ml models into our broader product suite. you will act as a technical consultant, evaluating whether customer needs should be met with off-the-shelf solutions or handed off as specialized research projects to our rl and dl teams. responsibilities system…",,,2026-05-19T04:48:24Z,,,,False,False,False,False,False,False,False,False,False,False,False
consultant (e) en support de gestion de temps (tlm) / consultant tlm support,ADP,"Westmount, Montréal","adp embauche un(e) consultant(e) en support tlm. dans ce rôle. en tant que consultant(e) en support tlm , vous êtes responsable de résoudre les questions relatives aux logiciels et au matériel pour les clients qui utilisent les produits de gestion d’heures et présences. fournir des solutions pour répondre aux besoins des clients afin d'automatiser la production des calculs d’heures et de présence pour la production de la paie. le (la) consultant(e) en support tlm configure et optimise les inter…",,,2026-05-18T20:12:38Z,,,,False,False,False,False,False,False,False,False,False,False,False
operations lead,Finesse Contracts,"Mont-Royal, Montréal","our fast-growing import business is looking for a quick-thinking and creative problem solver to join our dynamic team. you will work directly with the ceo and learn to oversee and contribute to improving our close-knit operation, end to end, from purchasing through sales. besides for being quick on your feet, you will have an eye on the future, and be able to lead us through a coming technical transformation. this role requires a versatile professional capable of handling technology, customer s…",65.0,100.0,2026-05-18T18:30:57Z,full_time,,82.5,False,False,False,False,False,False,False,False,False,False,False
"cherchons nounou, garde d'enfant ou auxiliaire parentale à boucherville j4b",topnanny.net,"Boucherville, Champlain","nous cherchons des auxiliaires parentales (nounou, garde d'enfant à domicile) pouvant se déplacer sur boucherville. après partage de votre profil via notre site internet, vous pourrez être mis en contact avec les familles cherchant une garde d’enfant. merci!",,,2026-05-18T17:48:20Z,,,,False,False,False,False,False,False,False,False,False,False,False
technicien(ne) en contrã´le qualitatif des matã©riaux,WSP Canada,"Montréal, Québec","et si vous pouviez redã©finir ce qui est possible? avec nous, c'est possible. vous cherchez du sens. de la croissance. des occasions. des gens qui comprennent. nous sommes la maison des personnes ambitieuses, passionnã©es et innovantes qui faã§onnent le monde. grã¢ce ã une expertise inã©galã©e en ingã©nierie, en services-conseils et en sciences, nos esprits globaux s'unissent pour alimenter des solutions locales. nous sommes des ã©claireurs et des crã©ateurs d'impact. nous sommes des visionnair…",,,2026-05-18T17:47:00Z,,,,False,False,False,False,False,False,False,False,False,False,False
